_id;Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis;Tagged;Lemma
2511;soldier;Soldat/in;aktiv;3/B2;III;s;Ed is a soldier and he is in the army.;ID 575131;[('soldier', 'NN')];['soldier']
2512;to turn around;sich umdrehen, hier: umkehren;passiv;3/B2;III;ph;;;[('to', 'TO'), ('turn', 'VB'), ('around', 'RP')];['to', 'turn', 'around']
2513;troop;Truppe, Schar;passiv;3/B2;III;s;;;[('troop', 'NN')];['troop']
2514;to surround;einkreisen;passiv;3/B2;III;v;;;[('to', 'TO'), ('surround', 'VB')];['to', 'surround']
2515;to attack;angreifen;aktiv;3/B2;III;v;The soldiers attacked the castle.;;[('to', 'TO'), ('attack', 'VB')];['to', 'attack']
2516;tough;robust, zäh;aktiv;3/B2;III;a;tough = difficult, hard;;[('tough', 'JJ')];['tough']
2517;battle;Kampf, Gefecht, Schlacht;aktiv;3/B2;III;s;;;[('battle', 'NN')];['battle']
2518;the Saxons;die (Angel)sachsen;passiv;3/B2;III;s;;;[('the', 'DT'), ('Saxons', 'NNS')];['the', 'Saxons']
2519;kingdom;Königreich;aktiv;3/B2;III;s;;;[('kingdom', 'NN')];['kingdom']
2520;arrow;Pfeil;passiv;3/B2;III;s;;;[('arrow', 'NN')];['arrow']
2521;known;bekannt;passiv;3/B2;III;a;;;[('known', 'VBN')];['known']
2522;prisoner;Gefangene/r, Häftling;aktiv;3/B3;III;s;;;[('prisoner', 'NN')];['prisoner']
2523;to return;zurückkehren, zurückkommen;aktiv;3/B3;III;v;to return = to come back;;[('to', 'TO'), ('return', 'VB')];['to', 'return']
2524;after;nachdem;aktiv;3/B3;III;k;After Lynn’s family had moved to France, her mother started to teach her French.;;[('after', 'IN')];['after']
2525;to teach (irr);unterrichten, beibringen;aktiv;3/B5;III;v;After Lynn’s family had moved to France, her mother started to teach her French.;;[('to', 'TO'), ('teach', 'VB'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'teach', '(', 'irr', ')']
2526;to publish;veröffentlichen, herausgeben;aktiv;3/B5;III;v;Ida published her first book in 2002.;;[('to', 'TO'), ('publish', 'VB')];['to', 'publish']
2527;to highlight;hervorheben, markieren;aktiv;3/B7;III;v;;;[('to', 'TO'), ('highlight', 'VB')];['to', 'highlight']
2528;to go with (irr);zu … gehören, zu … passen;aktiv;3/B7;III;v;Does this yellow T-shirt go with my pink jeans?;;[('to', 'TO'), ('go', 'VB'), ('with', 'IN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'go', 'with', '(', 'irr', ')']
2529;virgin;Jungfrau, jungfräulich, unberührt;passiv;3/B7;III;s/a;;;[('virgin', 'NN')];['virgin']
2530;remarkable;bemerkenswert, erstaunlich, beachtlich;aktiv;3/B7;III;a;The play was a remarkable success.;;[('remarkable', 'JJ')];['remarkable']
2531;ruler;Herrscher/in;aktiv;3/B7;III;s;A ruler controls a country.;;[('ruler', 'NN')];['ruler']
2532;born;geboren;aktiv;3/B7;III;a;Queen Elizabeth was born in 1533.;;[('born', 'NN')];['born']
2533;childhood (no pl);Kindheit;aktiv;3/B7;III;s;My father always tell us stories about his childhood.;;[('childhood', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['childhood', '(', 'no', 'pl', ')']
2534;to have sth done (irr);etw tun lassen;passiv;3/B7;III;ph;;;[('to', 'TO'), ('have', 'VB'), ('sth', 'VBN'), ('done', 'VBN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'have', 'sth', 'done', '(', 'irr', ')']
2535;throne;Thron;aktiv;3/B7;III;s;A king or queen sits on a throne.;;[('throne', 'NN')];['throne']
2536;stepmother;Stiefmutter;passiv;3/B7;III;s;;;[('stepmother', 'NN')];['stepmother']
2537;to be displeased (irr);unzufrieden sein;passiv;3/B7;III;ph;;;[('to', 'TO'), ('be', 'VB'), ('displeased', 'VBN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'be', 'displeased', '(', 'irr', ')']
2538;to succeed;Erfolg haben, nachfolgen;aktiv;3/B7;III;v;If someone succeeds the queen, they are the next king or queen.;;[('to', 'TO'), ('succeed', 'VB')];['to', 'succeed']
2539;heir;Erbe/Erbin, hier: Thronfolger/in;passiv;3/B7;III;s;;;[('heir', 'NN')];['heir']
2540;to execute;hinrichten;aktiv;3/B7;III;v;Mary, Queen of Scots, was executed in 1587.;;[('to', 'TO'), ('execute', 'VB')];['to', 'execute']
2541;to raise;heben, hier: aufziehen, großziehen;aktiv;3/B7;III;v;Tessa was raised by her grandmother.;;[('to', 'TO'), ('raise', 'VB')];['to', 'raise']
2542;educated;gebildet, kultiviert;aktiv;3/B7;III;a;Sam is very educated. He’s very clever.;;[('educated', 'VBN')];['educated']
2543;society;Gesellschaft, hier: die feine Gesellschaft;aktiv;3/B7;III;s;;;[('society', 'NN')];['society']
2544;death (no pl);Tod, Ende;aktiv;3/B7;III;s;death ↔ life;;[('death', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['death', '(', 'no', 'pl', ')']
2545;period;Zeitspanne, Zeitraum, Periode;aktiv;3/B7;III;s;;;[('period', 'NN')];['period']
2546;Elizabethan;elisabethanisch, Elisabethaner/in;passiv;3/B7;III;s/a;;;[('Elizabethan', 'NN')];['Elizabethan']
2547;age;Alter, hier: Zeitalter, Ära;aktiv;3/B7;III;s;The Victorian Age is the time when Queen Victoria was queen.;;[('age', 'NN')];['age']
2548;to rule;regieren, (be)herrschen;aktiv;3/B7;III;v;Queen Elizabeth II rules Britain.;;[('to', 'TO'), ('rule', 'VB')];['to', 'rule']
2549;influence (no pl);Einfluss;aktiv;3/B7;III;s;Pete’s new friends are a bad influence on him.;;[('influence', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['influence', '(', 'no', 'pl', ')']
2550;drama (no pl);Schauspielerei, Drama, Theater-;aktiv;3/B7;III;s;;;[('drama', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['drama', '(', 'no', 'pl', ')']
2551;fashion;Mode;aktiv;3/B7;III;s;Beth likes fashion. She always wears nice clothes.;;[('fashion', 'NN')];['fashion']
2552;politics (only pl);Politik;aktiv;3/B7;III;s;;;[('politics', 'NNS'), ('(', '('), ('only', 'RB'), ('pl', 'NN'), (')', ')')];['politics', '(', 'only', 'pl', ')']
2553;to lead (irr);führen;aktiv;3/B7;III;v;;;[('to', 'TO'), ('lead', 'VB'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'lead', '(', 'irr', ')']
2554;male;männlich;aktiv;3/B7;III;a;male ↔ female;;[('male', 'NN')];['male']
2555;monarch;Monarch/in, Herrscher/in;aktiv;3/B7;III;s;The king is a male monarch.;ID 5959980;[('monarch', 'NN')];['monarch']
2556;next in line;der/die Nächste (in der Thronfolge);passiv;3/B7;III;ph;;;[('next', 'JJ'), ('in', 'IN'), ('line', 'NN')];['next', 'in', 'line']
2557;to plot;sich verschwören;passiv;3/B7;III;v;;;[('to', 'TO'), ('plot', 'VB')];['to', 'plot']
2558;to lock away;wegschließen, einsperren;passiv;3/B7;III;ph;;;[('to', 'TO'), ('lock', 'VB'), ('away', 'RP')];['to', 'lock', 'away']
2559;to research;erforschen, recherchieren;aktiv;3/B7;III;v;Tim researched the Romans to find out all about them.;;[('to', 'TO'), ('research', 'NN')];['to', 'research']
2560;to simplify;vereinfachen;passiv;3/B7;III;v;;;[('to', 'TO'), ('simplify', 'VB')];['to', 'simplify']
2561;to rephrase;neu formulieren;passiv;3/B7;III;v;;;[('to', 'TO'), ('rephrase', 'VB')];['to', 'rephrase']
2562;to combine;verbinden, kombinieren;aktiv;3/B7;III;v;Jill wants to combine shopping and sightseeing on her trip to London.;;[('to', 'TO'), ('combine', 'VB')];['to', 'combine']
2563;to shorten;(ab)kürzen;passiv;3/B7;III;v;;;[('to', 'TO'), ('shorten', 'VB')];['to', 'shorten']
2564;unnecessary;unnötig, überflüssig, verzichtbar;aktiv;3/B7;III;a;If you don’t need something, it’s unnecessary.;;[('unnecessary', 'JJ')];['unnecessary']
2565;order;Ordnung, Reihenfolge;aktiv;3/B7;III;s;;;[('order', 'NN')];['order']
2566;meaning;Bedeutung;aktiv;3/B7;III;s;You can find the meaning of 'order' in a dictionary.;;[('meaning', 'NN')];['meaning']
2567;French;Französisch(-), französisch;aktiv;3/B7;III;s/a;;;[('French', 'JJ')];['French']
2568;prefix;Präfix, Vorsilbe;passiv;3/B7;III;s;;;[('prefix', 'NN')];['prefix']
2569;suffix;Suffix, Nachsilbe;passiv;3/B7;III;s;;;[('suffix', 'NN')];['suffix']
2570;legendary;sagenhaft, legendär, mythisch;passiv;3/B10;III;a;;;[('legendary', 'JJ')];['legendary']
2571;literary;Literatur-, literarisch;passiv;3/B10;III;a;;;[('literary', 'JJ')];['literary']
2572;surprising;überraschend;aktiv;3/B10;III;a;It is surprising that Jenny didn’t come to the sweet shop, because she loves sweets.;;[('surprising', 'NN')];['surprising']
2573;pronunciation (no pl);Aussprache;aktiv;3/B10;III;s;What’s the pronunciation of 'Llandysul'? Can you say it?;;[('pronunciation', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['pronunciation', '(', 'no', 'pl', ')']
2574;cue;Stichwort, Signal, Zeichen;passiv;3/B10;III;s;;;[('cue', 'NN')];['cue']
2575;pair;Paar;aktiv;3/B10;III;s;a pair = two;;[('pair', 'NN')];['pair']
2576;to match sth to sth;etw auf etw abstimmen, hier: etw zuordnen;aktiv;3/C1;III;ph;Match the photos to the texts.;;[('to', 'TO'), ('match', 'VB'), ('sth', 'NN'), ('to', 'TO'), ('sth', 'VB')];['to', 'match', 'sth', 'to', 'sth']
2577;dress;Kleid;aktiv;3/C1;III;s;a blue dress;ID 1448463;[('dress', 'NN')];['dress']
2578;summary;Zusammenfassung;passiv;3/C2;III;s;;;[('summary', 'NN')];['summary']
2579;scene;Szene;aktiv;3/C2;III;s;There are usually lots of scenes in a play.;;[('scene', 'NN')];['scene']
2580;performance;Vorführung, Darbietung, Vorstellung;aktiv;3/C2;III;s;Before the first performance of the play, the actors were nervous.;;[('performance', 'NN')];['performance']
2581;to challenge;herausfordern;aktiv;3/C2;III;v;Lisa’s brother often challenges her to running races.;;[('to', 'TO'), ('challenge', 'VB')];['to', 'challenge']
2582;sword;Schwert;passiv;3/C2;III;s;;;[('sword', 'NN')];['sword']
2583;to declare;verkünden, erklären;aktiv;3/C2;III;v;Arthur pulled the sword from the stone and was declared king.;ID 5959984;[('to', 'TO'), ('declare', 'VB')];['to', 'declare']
2584;to betray;verraten, untreu sein, betrügen;passiv;3/C2;III;v;;;[('to', 'TO'), ('betray', 'VB')];['to', 'betray']
2585;to crown;krönen;passiv;3/C2;III;v;;;[('to', 'TO'), ('crown', 'VB')];['to', 'crown']
2586;tragedy;Tragödie, Trauerspiel;passiv;3/C2;III;s;;;[('tragedy', 'NN')];['tragedy']
2587;bill;Rechnung;passiv;3/C2;III;s;;;[('bill', 'NN')];['bill']
2588;comedy;Komödie;passiv;3/C2;III;s;;;[('comedy', 'NN')];['comedy']
2589;peace (no pl);Frieden, Ruhe;aktiv;3/C4;III;s;After many years the fight was over and the people could live in peace again.;;[('peace', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['peace', '(', 'no', 'pl', ')']
2590;to threaten;(be)drohen;aktiv;3/C4;III;v;“I’m going to hit you!” Paul threatened.;;[('to', 'TO'), ('threaten', 'VB')];['to', 'threaten']
2591;Roman;Römer/in, römisch;passiv;3/C4;III;s/a;;;[('Roman', 'NN')];['Roman']
2592;Catholic;Katholik/in, katholisch;passiv;3/C4;III;s/a;;;[('Catholic', 'JJ')];['Catholic']
2593;to blackmail;erpressen;passiv;3/C4;III;v;;;[('to', 'TO'), ('blackmail', 'VB')];['to', 'blackmail']
2594;definitely;eindeutig, definitiv;aktiv;3/C5;III;av;Claire has got three cats and a dog. She definitely likes animals.;;[('definitely', 'RB')];['definitely']
2595;No way!;Ausgeschlossen!;passiv;3/C5;III;ph;;;[('No', 'DT'), ('way', 'NN'), ('!', '.')];['No', 'way', '!']
2596;not mind doing sth;nichts gegen etw (einzuwenden) haben;aktiv;3/C5;III;ph;I don’t mind getting up early. I’m a morning person.;;[('not', 'RB'), ('mind', 'VB'), ('doing', 'VBG'), ('sth', 'NNS')];['not', 'mind', 'doing', 'sth']
2597;wig;Perücke;passiv;3/C5;III;s;;;[('wig', 'NN')];['wig']
2598;to consider;nachdenken, betrachten, hier: ansehen (als);aktiv;3/C5;III;v;Football is considered to be the best sport by many people.;;[('to', 'TO'), ('consider', 'VB')];['to', 'consider']
2599;light-skinned;hellhäutig;passiv;3/C5;III;a;;;[('light-skinned', 'JJ')];['light-skinned']
2600;to swap;(aus)tauschen;aktiv;3/C5;III;v;Swap roles with your partner. Now you are a customer and your partner is the seller.;;[('to', 'TO'), ('swap', 'VB')];['to', 'swap']
2601;guard;Wache;passiv;3/C5;III;s;;;[('guard', 'NN')];['guard']
2602;modest;bescheiden, zurückhaltend;aktiv;3/C5;III;a;Paul is not modest. He always tells everyone that he is the best.;;[('modest', 'JJ')];['modest']
2603;dark-haired;dunkelhaarig;passiv;3/C5;III;a;;;[('dark-haired', 'JJ')];['dark-haired']
2604;rehearsal;Probe;passiv;3/C5;III;s;;;[('rehearsal', 'NN')];['rehearsal']
2605;plot;Handlung;passiv;3/C5;III;s;;;[('plot', 'NN')];['plot']
2606;to suppose;annehmen, denken;aktiv;3/C5;III;v;France is bigger than England. – I suppose you’re right.;;[('to', 'TO'), ('suppose', 'VB')];['to', 'suppose']
2607;caption;Überschrift, Titel, Bildunterschrift;passiv;3/C9;III;s;;;[('caption', 'NN')];['caption']
2608;to discover;herausfinden, entdecken;aktiv;3/C9;III;v;A new planet was discovered last week.;;[('to', 'TO'), ('discover', 'VB')];['to', 'discover']
2609;Your Majesty;Eure Majestät;passiv;3/C10;III;ph;;;[('Your', 'PRP$'), ('Majesty', 'NN')];['Your', 'Majesty']
2610;to disturb;stören, beunruhigen;passiv;3/C10;III;v;;;[('to', 'TO'), ('disturb', 'VB')];['to', 'disturb']
2611;cloaked;verhüllt;passiv;3/C10;III;a;;;[('cloaked', 'NNS')];['cloaked']
2612;figure;Gestalt, Figur;passiv;3/C10;III;s;;;[('figure', 'NN')];['figure']
2613;to recognize;(wieder)erkennen, anerkennen;aktiv;3/C10;III;v;Nobody recognized Clara in her costume.;;[('to', 'TO'), ('recognize', 'VB')];['to', 'recognize']
2614;to replace (with);ersetzen (durch);aktiv;3/C10;III;v;;;[('to', 'TO'), ('replace', 'VB'), ('(', '('), ('with', 'IN'), (')', ')')];['to', 'replace', '(', 'with', ')']
2615;servant;Diener/in, Bedienstete/r;passiv;3/C10;III;s;;;[('servant', 'NN')];['servant']
2616;at last;endlich;aktiv;3/C10;III;ph;Sara looked for hours until at last she found her MP3 player.;;[('at', 'IN'), ('last', 'JJ')];['at', 'last']
2617;a piece of information;eine Information;aktiv;3/C10;III;ph;;;[('a', 'DT'), ('piece', 'NN'), ('of', 'IN'), ('information', 'NN')];['a', 'piece', 'of', 'information']
2618;scoundrel;Schuft, Halunke, Schurke;passiv;3/C10;III;s;;;[('scoundrel', 'NN')];['scoundrel']
2619;completely;völlig;aktiv;3/C10;III;av;Nora was completely surprised by Adrian’s present.;;[('completely', 'RB')];['completely']
2620;to silence;zum Schweigen bringen;passiv;3/C10;III;v;;;[('to', 'TO'), ('silence', 'VB')];['to', 'silence']
2621;stage direction;Bühnenanweisung;passiv;3/C10;III;s;;;[('stage', 'NN'), ('direction', 'NN')];['stage', 'direction']
2622;terrified;erschrocken, verängstigt;passiv;3/C10;III;a;;;[('terrified', 'VBN')];['terrified']
2623;to command;Befehl geben, befehlen;passiv;3/C10;III;v;;;[('to', 'TO'), ('command', 'VB')];['to', 'command']
2624;to beg;betteln, bitten, anflehen;passiv;3/C10;III;v;;;[('to', 'TO'), ('beg', 'VB')];['to', 'beg']
2625;to pay attention (irr);Acht geben, aufpassen;aktiv;3/C11;III;ph;Ben didn’t pay attention, so he didn’t know how to do his work.;;[('to', 'TO'), ('pay', 'VB'), ('attention', 'NN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'pay', 'attention', '(', 'irr', ')']
2626;attention (no pl);Aufmerksamkeit, Achtung;aktiv;3/C11;III;s;;;[('attention', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['attention', '(', 'no', 'pl', ')']
2627;pace;Tempo, Schritt;passiv;3/C11;III;s;;;[('pace', 'NN')];['pace']
2628;facial expression;Gesichtsausdruck;passiv;3/C11;III;s;;;[('facial', 'JJ'), ('expression', 'NN')];['facial', 'expression']
2629;time;Mal;aktiv;3/C11;III;s;Every time I go to the park, it rains.;;[('time', 'NN')];['time']
2630;to divide into;(auf)teilen in;aktiv;3/C12;III;ph;The teacher divided the class into four small groups.;;[('to', 'TO'), ('divide', 'VB'), ('into', 'IN')];['to', 'divide', 'into']
2631;to edit;redigieren, bearbeiten;aktiv;3/C12;III;v;Laura edited her story and changed parts until she liked it.;;[('to', 'TO'), ('edit', 'VB')];['to', 'edit']
2632;to keep sb posted (irr);jdn auf dem Laufenden halten;passiv;4/A;III;ph;;;[('to', 'TO'), ('keep', 'VB'), ('sb', 'NN'), ('posted', 'VBN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'keep', 'sb', 'posted', '(', 'irr', ')']
2633;to connect;verbinden, anschließen;aktiv;4/A;III;v;Anna uses the Internet to stay connected to her friends.;ID 5947644;[('to', 'TO'), ('connect', 'VB')];['to', 'connect']
2634;to skim;streifen, überfliegen;aktiv;4/A2;III;v;Bob skimmed the book quickly to find the information he needed.;;[('to', 'TO'), ('skim', 'VB')];['to', 'skim']
2635;stepdad (informal);Stiefpapa;passiv;4/A2;III;s;;;[('stepdad', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['stepdad', '(', 'informal', ')']
2636;to make fun of sb (irr);sich über jdn lustig machen;aktiv;4/A2;III;ph;Beth’s brother always makes fun of her.;;[('to', 'TO'), ('make', 'VB'), ('fun', 'NN'), ('of', 'IN'), ('sb', 'NN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'make', 'fun', 'of', 'sb', '(', 'irr', ')']
2637;to embarrass;in Verlegenheit/eine peinliche Lage bringen;passiv;4/A2;III;v;;;[('to', 'TO'), ('embarrass', 'VB')];['to', 'embarrass']
2638;sis (= sister) (informal);Schwesterherz;passiv;4/A2;III;s;;;[('sis', 'NN'), ('(', '('), ('=', 'JJ'), ('sister', 'NN'), (')', ')'), ('(', '('), ('informal', 'JJ'), (')', ')')];['si', '(', '=', 'sister', ')', '(', 'informal', ')']
2639;shut up (informal);Halt den Mund!;passiv;4/A2;III;ph;;;[('shut', 'VBN'), ('up', 'RP'), ('(', '('), ('informal', 'JJ'), (')', ')')];['shut', 'up', '(', 'informal', ')']
2640;sure (informal);Natürlich!, Klar!;passiv;4/A2;III;i;;;[('sure', 'JJ'), ('(', '('), ('informal', 'JJ'), (')', ')')];['sure', '(', 'informal', ')']
2641;OTW (= on the way) (informal);Schon unterwegs!;passiv;4/A2;III;ph;;;[('OTW', 'NNP'), ('(', '('), ('=', 'VB'), ('on', 'IN'), ('the', 'DT'), ('way', 'NN'), (')', ')'), ('(', '('), ('informal', 'JJ'), (')', ')')];['OTW', '(', '=', 'on', 'the', 'way', ')', '(', 'informal', ')']
2642;cute;süß, niedlich;passiv;4/A2;III;a;;;[('cute', 'NN')];['cute']
2643;cottage;Landhaus, Hütte;aktiv;4/A2;III;s;A cottage is a small house.;;[('cottage', 'NN')];['cottage']
2644;quirky;schrullig, eigenartig;passiv;4/A2;III;a;;;[('quirky', 'NN')];['quirky']
2645;from the outside;von außen;passiv;4/A2;III;ph;;;[('from', 'IN'), ('the', 'DT'), ('outside', 'NN')];['from', 'the', 'outside']
2646;countryside (no pl);Land, Landschaft;aktiv;4/A2;III;s;The countryside is very different from the city.;ID 6096348;[('countryside', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['countryside', '(', 'no', 'pl', ')']
2647;wonder;Wunder;passiv;4/A2;III;s;;;[('wonder', 'NN')];['wonder']
2648;out in the sticks (informal);abgelegen, jwd;passiv;4/A2;III;ph;;;[('out', 'IN'), ('in', 'IN'), ('the', 'DT'), ('sticks', 'NNS'), ('(', '('), ('informal', 'JJ'), (')', ')')];['out', 'in', 'the', 'stick', '(', 'informal', ')']
2649;right now;jetzt (gerade), sofort, gleich;aktiv;4/A2;III;ph;Are you doing your homework? – Yes! I’m doing it right now.;;[('right', 'RB'), ('now', 'RB')];['right', 'now']
2650;to bet (irr);wetten;aktiv;4/A2;III;v;I bet Pete is going to be late again!;;[('to', 'TO'), ('bet', 'VB'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'bet', '(', 'irr', ')']
2651;OMG (= oh my God);Oh (mein) Gott!, Großer Gott!;passiv;4/A2;III;ph;;;[('OMG', 'NNP'), ('(', '('), ('=', 'NNP'), ('oh', 'UH'), ('my', 'PRP$'), ('God', 'NNP'), (')', ')')];['OMG', '(', '=', 'oh', 'my', 'God', ')']
2652;suntan lotion (no pl);Sonnencreme;passiv;4/A2;III;s;;;[('suntan', 'JJ'), ('lotion', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['suntan', 'lotion', '(', 'no', 'pl', ')']
2653;to block;blockieren;aktiv;4/A2;III;v;Dave blocked my way so I couldn’t get past.;;[('to', 'TO'), ('block', 'VB')];['to', 'block']
2654;track;Weg, Pfad, hier: Gleis;aktiv;4/A2;III;s;;;[('track', 'NN')];['track']
2655;LOL (= laughing out loud);laut lachend;passiv;4/A2;III;ph;;;[('LOL', 'NNP'), ('(', '('), ('=', 'VB'), ('laughing', 'VBG'), ('out', 'IN'), ('loud', 'NN'), (')', ')')];['LOL', '(', '=', 'laughing', 'out', 'loud', ')']
2656;stay;Aufenthalt;aktiv;4/A2;III;s;We really enjoyed our stay in Scotland.;;[('stay', 'NN')];['stay']
2657;either ... or ...;entweder ... oder ...;aktiv;4/A3;III;k;Ella had to choose either the red dress or the blue dress for the party.;;[('either', 'DT'), ('...', ':'), ('or', 'CC'), ('...', ':')];['either', '...', 'or', '...']
