Id;Vokabel;Uebersetzung;Status;Fundstelle;Band;Wortart;Beispielsatz;Hinweis;Tagged;Lemma;SentId
2844;ambition;Ehrgeiz, Ambition(en), (angestrebtes) Ziel;aktiv;5/C4;III;s;Zoe’s ambition is to be a doctor.;;[('ambition', 'NN')];['ambition'];['2454']
2845;to attend;besuchen, hier: gehen auf;aktiv;5/C4;III;v;After school many young people attend university.;;[('to', 'TO'), ('attend', 'VB')];['to', 'attend'];['2454']
2846;intelligence (no pl);Intelligenz;aktiv;5/C4;III;s;;;[('intelligence', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['intelligence', '(', 'no', 'pl', ')'];['2457']
2847;determination (no pl);Entschlossenheit, Entschiedenheit, Bestimmung;aktiv;5/C4;III;s;;;[('determination', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['determination', '(', 'no', 'pl', ')'];['2457']
2848;speed;Geschwindigkeit, Tempo;aktiv;5/C4;III;s;;;[('speed', 'NN')];['speed'];['2458']
2849;strength (no pl);Kraft, Stärke;aktiv;5/C4;III;s;He is famous for his strength.;ID 4754619;[('strength', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['strength', '(', 'no', 'pl', ')'];['2458']
2850;to be used to doing sth (irr);gewohnt sein, etw zu tun;aktiv;5/C4;III;ph;Mary is used to working hard at school.;;[('to', 'TO'), ('be', 'VB'), ('used', 'VBN'), ('to', 'TO'), ('doing', 'VBG'), ('sth', 'NN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'be', 'used', 'to', 'doing', 'sth', '(', 'irr', ')'];None
2851;to achieve;erreichen, erlangen, erzielen;passiv;5/C4;III;v;;;[('to', 'TO'), ('achieve', 'VB')];['to', 'achieve'];['2460']
2852;someone else;jemand anders;aktiv;5/C6;III;p;Is this your pen? – No, it belongs to someone else.;;[('someone', 'NN'), ('else', 'RB')];['someone', 'else'];None
2853;warm-up;(sich) aufwärmen, Warm-up-;passiv;5/C6;III;s;;;[('warm-up', 'NN')];['warm-up'];None
2854;exercise;Übung, Aufgabe;aktiv;5/C6;III;s;;;[('exercise', 'NN')];['exercise'];['2473']
2855;samosa;indische Teigtasche;passiv;5/C6;III;s;;;[('samosa', 'NN')];['samosa'];['2475']
2856;to taste;schmecken;aktiv;5/C6;III;v;I think ice cream tastes nicer than vegetables.;;[('to', 'TO'), ('taste', 'VB')];['to', 'taste'];['2500']
2857;exhausting;anstrengend;aktiv;5/C6;III;a;It was very exhausting for him to run for the bus.;ID 1389838;[('exhausting', 'VBG')];['exhausting'];['2483']
2858;professional;beruflich, Berufs-, professionell;aktiv;5/C6;III;a;;;[('professional', 'JJ')];['professional'];['2484']
2859;World Cup (no pl);Fußballweltmeisterschaft;passiv;5/C6;III;s;;;[('World', 'NNP'), ('Cup', 'NNP'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['World', 'Cup', '(', 'no', 'pl', ')'];None
2860;to fall asleep (irr);einschlafen;aktiv;5/C6;III;ph;I was so tired, I fell asleep at dinnertime.;;[('to', 'TO'), ('fall', 'VB'), ('asleep', 'RB'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'fall', 'asleep', '(', 'irr', ')'];None
2861;bad;schlecht, hier: faul;aktiv;5/C8;III;a;;;[('bad', 'JJ')];['bad'];None
2862;the great outdoors;die freie Natur;passiv;6/A;III;ph;;;[('the', 'DT'), ('great', 'JJ'), ('outdoors', 'NNS')];['the', 'great', 'outdoors'];None
2863;blurb;Klappentext;passiv;6/A1;III;s;;;[('blurb', 'NN')];['blurb'];['2512']
2864;novel;Roman;aktiv;6/A1;III;s;This novel is fun to read.;ID 5077206;[('novel', 'NN')];['novel'];['2505', '2518']
2865;to be set (irr);liegen, hier: spielen;aktiv;6/A1;III;ph;The film is set in the future.;;[('to', 'TO'), ('be', 'VB'), ('set', 'VBN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'be', 'set', '(', 'irr', ')'];None
2866;climate (no pl);Klima;aktiv;6/A1;III;s;Climate change is believed to cause natural disasters like big storms.;;[('climate', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['climate', '(', 'no', 'pl', ')'];None
2867;change;(Ver)änderung, Wechsel, Umstellung, hier: Wandel;aktiv;6/A1;III;s;Climate change is believed to cause natural disasters like big storms.;;[('change', 'NN')];['change'];['2506']
2868;to cause;verursachen;aktiv;6/A1;III;v;Climate change is believed to cause natural disasters like big storms.;;[('to', 'TO'), ('cause', 'VB')];['to', 'cause'];['2507']
2869;natural;natürlich, angeboren, Natur-;aktiv;6/A1;III;a;;;[('natural', 'JJ')];['natural'];['2506']
2870;disaster;Katastrophe, Unglück;aktiv;6/A1;III;s;Climate change is believed to cause natural disasters like big storms.;;[('disaster', 'NN')];['disaster'];['2506']
2871;storm;Gewitter, Unwetter, (Protest)sturm;aktiv;6/A1;III;s;Climate change is believed to cause natural disasters like big storms.;;[('storm', 'NN')];['storm'];['2506']
2872;flooding (no pl);Überflutung, Überschwemmung;passiv;6/A1;III;s;;;[('flooding', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['flooding', '(', 'no', 'pl', ')'];['2506']
2873;government;Regierung(s-);aktiv;6/A1;III;s;;;[('government', 'NN')];['government'];['2506']
2874;carbon (no pl);Kohlenstoff;passiv;6/A1;III;s;;;[('carbon', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['carbon', '(', 'no', 'pl', ')'];['2506']
2875;oil;Öl;passiv;6/A1;III;s;;;[('oil', 'NN')];['oil'];['2503', '2507']
2876;ocean;Ozean, (Welt)meer;aktiv;6/A1;III;s;;;[('ocean', 'NN')];['ocean'];['2503', '2507']
2877;damage (no pl);Schaden, (Be)schädigung;aktiv;6/A1;III;s;;;[('damage', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['damage', '(', 'no', 'pl', ')'];['2507']
2878;to clean up;sauber machen, reinigen, putzen, hier: abbauen, eindämmen;aktiv;6/A1;III;v;After natural disasters, people have to work together to clean up the damage.;;[('to', 'TO'), ('clean', 'VB'), ('up', 'RP')];['to', 'clean', 'up'];['2507']
2879;consequence;Folge, Konsequenz;aktiv;6/A1;III;s;The accident happened as a consequence of the bad weather.;;[('consequence', 'NN')];['consequence'];['2508']
2880;informative;informativ;aktiv;6/A1;III;a;Clara thought her science lesson was very informative. She learned a lot.;;[('informative', 'JJ')];['informative'];['2509', '2519']
2881;Scottish;schottisch;passiv;6/A1;III;a;;;[('Scottish', 'JJ')];['Scottish'];['2504', '2510']
2882;to explode;explodieren, sprengen;passiv;6/A1;III;v;;;[('to', 'TO'), ('explode', 'VB')];['to', 'explode'];None
2883;oil rig;Ölplattform;passiv;6/A1;III;s;;;[('oil', 'NN'), ('rig', 'NN')];['oil', 'rig'];None
2884;to prevent;verhindern;aktiv;6/A1;III;v;Sometimes the government has to act quickly to prevent a catastrophe.;;[('to', 'TO'), ('prevent', 'VB')];['to', 'prevent'];['2510']
2885;wit (no pl);Witz, Geist, Verstand;aktiv;6/A1;III;s;Pia likes films that are full of clever wit and action.;;[('wit', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['wit', '(', 'no', 'pl', ')'];['2511']
2886;violence (no pl);Gewalt(tätigkeit), Heftigkeit;aktiv;6/A1;III;s;;;[('violence', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['violence', '(', 'no', 'pl', ')'];['2511']
2887;enjoyable;angenehm, nett, unterhaltsam;aktiv;6/A1;III;a;enjoyable = entertaining;;[('enjoyable', 'JJ')];['enjoyable'];['2511']
2888;guide;Führer/in, hier: Reiseführer;passiv;6/A1;III;s;;;[('guide', 'NN')];['guide'];['2515', '2519']
2889;must (no pl);Muss;aktiv;6/A1;III;s;If you go to the Louvre, the Mona Lisa is a must.;;[('must', 'MD'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['must', '(', 'no', 'pl', ')'];['2514']
2890;to provide;bereitstellen, bieten, liefern;aktiv;6/A1;III;v;This city guide provides fascinating facts and tips.;;[('to', 'TO'), ('provide', 'VB')];['to', 'provide'];None
2891;incredible;unglaublich;passiv;6/A1;III;a;;;[('incredible', 'JJ')];['incredible'];['2513']
2892;to sink (irr);sinken;passiv;6/A1;III;v;;;[('to', 'TO'), ('sink', 'VB'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'sink', '(', 'irr', ')'];None
2893;underwater;Unterwasser-, unter Wasser;passiv;6/A1;III;a/av;;;[('underwater', 'NN')];['underwater'];['2517']
2894;original;ursprünglich, hier: originell, außergewöhnlich;aktiv;6/A1;III;a;;;[('original', 'JJ')];['original'];['2518']
2895;page-turner (informal);ein fesselndes Buch;passiv;6/A1;III;s;;;[('page-turner', 'NN'), ('(', '('), ('informal', 'JJ'), (')', ')')];['page-turner', '(', 'informal', ')'];['2518']
2896;detailed;detailliert, genau, ausführlich;aktiv;6/A1;III;a;Liz did a lot of research and wrote a detailed report about the environment.;;[('detailed', 'JJ')];['detailed'];['2519']
2897;loch;schottische Bezeichnung für See oder Meeresarm;passiv;6/A1;III;s;;;[('loch', 'NN')];['loch'];['2519']
2898;foreground;Vordergrund, Mittelpunkt;aktiv;6/A1;III;s;foreground ↔ background;;[('foreground', 'NN')];['foreground'];None
2899;top;obere(r, s);aktiv;6/A1;III;a;At the top left-hand corner of the picture, there’s a tree.;;[('top', 'NN')];['top'];['2514']
2900;left-hand;linke(r, s);aktiv;6/A1;III;a;At the top left-hand corner of the picture, there’s a tree.;;[('left-hand', 'NN')];['left-hand'];None
2901;right-hand;rechte(r, s);aktiv;6/A1;III;a;left-hand ↔ right-hand;;[('right-hand', 'NN')];['right-hand'];None
2902;bottom;Boden, (unteres) Ende;aktiv;6/A1;III;s;;;[('bottom', 'NN')];['bottom'];None
2903;to recommend;empfehlen;aktiv;6/A3;III;v;Can you recommend a book for the holidays?;;[('to', 'TO'), ('recommend', 'VB')];['to', 'recommend'];None
2904;means (of);Weg, Mittel, hier: Art;aktiv;6/B1;III;s;What is the cheapest means of travel if you want to get to Glasgow from Berlin?;;[('means', 'NNS'), ('(', '('), ('of', 'IN'), (')', ')')];['mean', '(', 'of', ')'];None
2905;travel (no pl);Reisen;aktiv;6/B1;III;s;What is the cheapest means of travel if you want to get to Glasgow from Berlin?;;[('travel', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['travel', '(', 'no', 'pl', ')'];None
2906;travelling;reisend, Reise-, Reisen;aktiv;6/B1;III;s/a;;;[('travelling', 'VBG')];['travelling'];None
2907;flight;Flug;aktiv;6/B1;III;s;The flight from London to New York takes more than seven hours.;;[('flight', 'NN')];['flight'];['2541', '2552', '2554', '2567']
2908;fare;(Fahr)preis;aktiv;6/B1;III;s;fare = price of a ticket;;[('fare', 'NN')];['fare'];None
2909;one-way;in eine(r) Richtung, einseitig;aktiv;6/B1;III;a;;;[('one-way', 'NN')];['one-way'];None
2910;average;(im) Durchschnitt, durchschnittlich;aktiv;6/B1;III;s/a;The average journey time from London to Liverpool is two hours by train.;;[('average', 'JJ')];['average'];None
2911;by;von, hier: mit;aktiv;6/B1;III;pr;Zoe likes travelling by train.;ID 4780158;[('by', 'IN')];['by'];None
2912;way;Weg, hier: Richtung;aktiv;6/B1;III;s;;;[('way', 'NN')];['way'];['2551', '2561']
2913;indirect;indirekt, hier: mit Umstieg;passiv;6/B1;III;a;;;[('indirect', 'NN')];['indirect'];None
2914;service;Service, Dienst, hier: Verbindung;aktiv;6/B1;III;s;There’s a direct service from London to Glasgow.;;[('service', 'NN')];['service'];None
2915;via;über, per, via;aktiv;6/B1;III;pr;The train to London goes via Manchester.;;[('via', 'IN')];['via'];None
2916;change;(Ver)änderung, Wechsel, Umstellung, hier: Umstieg;aktiv;6/B1;III;s;There is only one change between London and Glasgow on the coach.;;[('change', 'NN')];['change'];None
2917;destination;(Reise)ziel, Bestimmungsort;aktiv;6/B1;III;s;Kim should arrive at her destination at six o’clock.;;[('destination', 'NN')];['destination'];None
2918;payment;(Be)zahlung;aktiv;6/B1;III;s;;;[('payment', 'NN')];['payment'];None
2919;duration (no pl);Dauer, Länge;aktiv;6/B1;III;s;The duration of the film is 92 minutes.;;[('duration', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['duration', '(', 'no', 'pl', ')'];None
2920;single (ticket);einfache Fahrkarte, Einzelfahrkarte;aktiv;6/B1;III;s;single ticket = one-way ticket;;[('single', 'JJ'), ('(', '('), ('ticket', 'NN'), (')', ')')];['single', '(', 'ticket', ')'];None
2921;comfortable;behaglich, bequem, komfortabel;aktiv;6/B2;III;a;;;[('comfortable', 'JJ')];['comfortable'];None
2922;to change;(ver)ändern, hier: umsteigen;aktiv;6/B2;III;v;To get to Aberystwyth we will have to change trains at Birmingham.;;[('to', 'TO'), ('change', 'VB')];['to', 'change'];None
2923;line;Linie, hier auch: Verbindung, Strecke;aktiv;6/B2;III;s;;;[('line', 'NN')];['line'];None
2924;departure;Abreise, Abflug, Abfahrt;aktiv;6/B2;III;s;Paul had two hours to wait until departure.;;[('departure', 'NN')];['departure'];None
2925;plane;Flugzeug;aktiv;6/B2;III;s;;;[('plane', 'NN')];['plane'];['2533', '2553']
2926;to reach;erreichen;aktiv;6/B2;III;v;After a six-hour journey they reached their destination.;;[('to', 'TO'), ('reach', 'VB')];['to', 'reach'];None
2927;return (ticket);Rückfahrkarte;aktiv;6/B2;III;s;return ↔ single ticket;;[('return', 'NN'), ('(', '('), ('ticket', 'NN'), (')', ')')];['return', '(', 'ticket', ')'];None
2928;to sum up;resümieren, zusammenfassen;aktiv;6/B6;III;ph;Can you sum up your favourite book in a few words?;;[('to', 'TO'), ('sum', 'VB'), ('up', 'RP')];['to', 'sum', 'up'];None
2929;space;Raum, hier: Platz;aktiv;6/B6;III;s;The car park was very busy, so Mary couldn't find a parking space.;;[('space', 'NN')];['space'];['2526', '2553']
2930;airport;Flughafen;passiv;6/B6;III;s;;;[('airport', 'NN')];['airport'];['2526', '2548', '2551']
2931;in time;(gerade noch) rechtzeitig;aktiv;6/B6;III;ph;Sarah wasn’t late, she made it to the bus in time.;;[('in', 'IN'), ('time', 'NN')];['in', 'time'];['2526', '2554']
2932;car park;Parkplatz;passiv;6/B6;III;s;;;[('car', 'NN'), ('park', 'NN')];['car', 'park'];['2526', '2553']
2933;security gate;Fluggastkontrolle, Sicherheitskontrolle;passiv;6/B6;III;s;;;[('security', 'NN'), ('gate', 'NN')];['security', 'gate'];['2529']
2934;queue;Schlange, Reihe;aktiv;6/B6;III;s;The was a big queue to get onto the bus this morning.;ID 6135867;[('queue', 'NN')];['queue'];['2531']
2935;to hug;umarmen;passiv;6/B6;III;v;;;[('to', 'TO'), ('hug', 'VB')];['to', 'hug'];['2534']
2936;boarding pass;Bordkarte;passiv;6/B6;III;s;;;[('boarding', 'VBG'), ('pass', 'NN')];['boarding', 'pas'];['2543']
2937;gate;Tor, Pforte, Flugsteig;passiv;6/B6;III;s;;;[('gate', 'NN')];['gate'];['2529', '2554']
2938;perfume;Parfüm, Duft;passiv;6/B6;III;s;;;[('perfume', 'NN')];['perfume'];None
2939;final;letzte(r, s), entscheidend, endgültig;passiv;6/B6;III;a;;;[('final', 'JJ')];['final'];None
2940;call;(Telefon)anruf, Ruf, hier: Aufruf;passiv;6/B6;III;s;;;[('call', 'NN')];['call'];None
2941;to proceed;fortschreiten, fortfahren, hier: sich begeben;passiv;6/B6;III;v;;;[('to', 'TO'), ('proceed', 'VB')];['to', 'proceed'];None
2942;flight attendant;Flugbegleiter/in;passiv;6/B6;III;s;;;[('flight', 'NN'), ('attendant', 'NN')];['flight', 'attendant'];None
2943;to go red (irr);rot werden;passiv;6/B6;III;ph;;;[('to', 'TO'), ('go', 'VB'), ('red', 'JJ'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'go', 'red', '(', 'irr', ')'];None
2944;to be left (irr);übrig bleiben;aktiv;6/B6;III;ph;After the party there was no cake left. We ate it all.;;[('to', 'TO'), ('be', 'VB'), ('left', 'VBN'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'be', 'left', '(', 'irr', ')'];None
2945;empty;leer, hier: frei;aktiv;6/B6;III;a;Is this seat empty? May I sit here?;;[('empty', 'JJ')];['empty'];None
2946;unpleasant;unerfreulich, unangenehm;passiv;6/B6;III;a;;;[('unpleasant', 'JJ')];['unpleasant'];None
2947;ugly;hässlich, scheußlich, übel;aktiv;6/B6;III;a;ugly ↔ beautiful;;[('ugly', 'RB')];['ugly'];['2540', '2589']
2948;litter (no pl);Müll, Abfall;passiv;6/B6;III;s;;;[('litter', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['litter', '(', 'no', 'pl', ')'];['2540']
2949;playground;Spielplatz;passiv;6/B6;III;s;;;[('playground', 'NN')];['playground'];None
2950;proud;stolz;aktiv;6/B6;III;a;Harry’s parents were very proud of his exam results.;;[('proud', 'NN')];['proud'];None
2951;traffic jam;Stau;aktiv;6/B6;III;s;There was a big traffic jam, so we were very late.;;[('traffic', 'NN'), ('jam', 'NN')];['traffic', 'jam'];['2551']
2952;to feel sick (irr);schlecht sein, sich schlecht fühlen;aktiv;6/B6;III;ph;After Tim had eaten three hamburgers, he felt sick.;;[('to', 'TO'), ('feel', 'VB'), ('sick', 'JJ'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'feel', 'sick', '(', 'irr', ')'];['2554']
2953;exit;Ausgang, Weggehen, Ausfahrt;passiv;6/B6;III;s;;;[('exit', 'NN')];['exit'];['2555']
2954;uncertain;unsicher;passiv;6/B6;III;a;;;[('uncertain', 'JJ')];['uncertain'];None
2955;environmental;Umwelt-, die Umwelt betreffend, ökologisch;aktiv;6/B6;III;a;Climate change causes lots of environmental problems.;;[('environmental', 'JJ')];['environmental'];['2557']
2956;ages (only pl, informal);eine Ewigkeit, Ewigkeiten;aktiv;6/B6;III;s;Jill was happy to meet Kim again. They hadn’t met for ages.;;[('ages', 'NNS'), ('(', '('), ('only', 'RB'), ('pl', 'RB'), (',', ','), ('informal', 'JJ'), (')', ')')];['age', '(', 'only', 'pl', ',', 'informal', ')'];None
2957;supporter;Unterstützer/in, Anhänger/in, Verfechter/in;aktiv;6/B6;III;s;Charlie is a big supporter of Arsenal FC.;;[('supporter', 'NN')];['supporter'];['2569']
2958;neighbourhood;Nachbarschaft;aktiv;6/B6;III;s;I think that girl lives in my neighbourhood. I see her almost every day.;;[('neighbourhood', 'NN')];['neighbourhood'];None
2959;to reduce;verringern, reduzieren;aktiv;6/B6;III;v;We need to reduce how much waste we throw away.;;[('to', 'TO'), ('reduce', 'VB')];['to', 'reduce'];None
2960;healthy;gesund;aktiv;6/B6;III;s;Fruit and vegetables are healthy foods.;;[('healthy', 'JJ')];['healthy'];None
2961;to plant;pflanzen;passiv;6/B6;III;v;;;[('to', 'TO'), ('plant', 'NN')];['to', 'plant'];None
2962;thrilled;außer sich vor Freude;aktiv;6/B6;III;a;;;[('thrilled', 'VBN')];['thrilled'];['2570']
2963;to grow (irr);wachsen, gedeihen, anbauen;aktiv;6/B6;III;v;My grandad grows tomatoes in his garden.;;[('to', 'TO'), ('grow', 'VB'), ('(', '('), ('irr', 'NN'), (')', ')')];['to', 'grow', '(', 'irr', ')'];None
2964;edible;essbar, genießbar;passiv;6/B6;III;a;;;[('edible', 'JJ')];['edible'];['2579']
2965;bus stop;Bushaltestelle;passiv;6/B6;III;s;;;[('bus', 'NN'), ('stop', 'NN')];['bus', 'stop'];['2579', '2582', '2589']
2966;to vandalize;mutwillig zerstören, verwüsten;passiv;6/B6;III;v;;;[('to', 'TO'), ('vandalize', 'VB')];['to', 'vandalize'];None
2967;guerrilla gardening (no pl);heimliche Pflanzaktion;passiv;6/B6;III;s;;;[('guerrilla', 'NN'), ('gardening', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['guerrilla', 'gardening', '(', 'no', 'pl', ')'];['2577', '2593']
2968;urban;(groß)städtisch, urban;aktiv;6/B6;III;a;;;[('urban', 'JJ')];['urban'];None
2969;section;Teil, Abschnitt, Abteilung;passiv;6/B6;III;s;;;[('section', 'NN')];['section'];None
2970;out and about;auf den Beinen sein;passiv;6/C1;III;ph;;;[('out', 'IN'), ('and', 'CC'), ('about', 'IN')];['out', 'and', 'about'];None
2971;haggis (no pl);schottisches Gericht;passiv;6/C1;III;s;;;[('haggis', 'NN'), ('(', '('), ('no', 'DT'), ('pl', 'NN'), (')', ')')];['haggis', '(', 'no', 'pl', ')'];None
2972;cathedral;Kathedrale, Dom, Münster;aktiv;6/C1;III;s;;;[('cathedral', 'JJ')];['cathedral'];None
2973;necropolis;Totenstadt, Gräberfeld;passiv;6/C1;III;s;;;[('necropolis', 'NNS')];['necropolis'];None
2974;award;Preis, Auszeichnung;passiv;6/C3;III;s;;;[('award', 'NN')];['award'];None
2975;level;Niveau, Höhe, Ebene, Stufe;passiv;6/C3;III;s;;;[('level', 'NN')];['level'];['2605']
2976;silver;Silber(-), silbern;aktiv;6/C3;III;s/a;;;[('silver', 'NN')];['silver'];None
2977;to achieve;erreichen, erlangen, erzielen;aktiv;6/C3;III;v;Leon has achieved what he wanted to. He worked hard and was very successful.;;[('to', 'TO'), ('achieve', 'VB')];['to', 'achieve'];['2604', '2620']
2978;to volunteer;sich freiwillig melden, hier: ehrenamtlich tätig sein;aktiv;6/C3;III;v;Ed volunteers every week at the charity shop.;;[('to', 'TO'), ('volunteer', 'VB')];['to', 'volunteer'];None
2979;physical;körperlich, physisch;aktiv;6/C3;III;a;;;[('physical', 'JJ')];['physical'];None
